tenor,maturityDate,value,valuationDate,currency,instrument,settlementDate,period,startDate,convexityAdjustment
2W,,0.511,2024-08-20,TRY,OIS,2D,1D,,
2W,,0.511,2024-08-19,TRY,OIS,2D,1D,,
2W,,0.511,2024-08-16,TRY,OIS,2D,1D,,
2W,,0.511,2024-08-15,TRY,OIS,2D,1D,,
2W,,0.511,2024-08-14,TRY,OIS,2D,1D,,
2W,,0.512,2024-08-13,TRY,OIS,2D,1D,,
2W,,0.512,2024-08-12,TRY,OIS,2D,1D,,
2W,,0.507,2024-08-09,TRY,OIS,2D,1D,,
2W,,0.507,2024-08-08,TRY,OIS,2D,1D,,
2W,,0.505,2024-08-07,TRY,OIS,2D,1D,,
2W,,0.505,2024-08-06,TRY,OIS,2D,1D,,
2W,,0.5025,2024-08-05,TRY,OIS,2D,1D,,
2W,,0.505,2024-08-02,TRY,OIS,2D,1D,,
2W,,0.505,2024-08-01,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-31,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-30,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-26,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-25,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-24,TRY,OIS,2D,1D,,
2W,,0.505,2024-07-23,TRY,OIS,2D,1D,,
2W,,0.523,2024-07-19,TRY,OIS,2D,1D,,
2W,,0.523,2024-07-18,TRY,OIS,2D,1D,,
2W,,0.523,2024-07-17,TRY,OIS,2D,1D,,
2W,,0.523,2024-07-16,TRY,OIS,2D,1D,,
2W,,0.524,2024-07-12,TRY,OIS,2D,1D,,
2W,,0.524,2024-07-11,TRY,OIS,2D,1D,,
2W,,0.524,2024-07-10,TRY,OIS,2D,1D,,
2W,,0.524,2024-07-09,TRY,OIS,2D,1D,,
2W,,0.524,2024-07-08,TRY,OIS,2D,1D,,
2W,,0.52,2024-07-05,TRY,OIS,2D,1D,,
2W,,0.52,2024-07-04,TRY,OIS,2D,1D,,
2W,,0.52,2024-07-03,TRY,OIS,2D,1D,,
2W,,0.52,2024-07-02,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-28,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-27,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-26,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-25,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-24,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-21,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-20,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-19,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-18,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-14,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-13,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-12,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-11,TRY,OIS,2D,1D,,
2W,,0.5225,2024-06-07,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-06,TRY,OIS,2D,1D,,
2W,,0.52,2024-06-05,TRY,OIS,2D,1D,,
2W,,0.5155,2024-06-04,TRY,OIS,2D,1D,,
2W,,0.515,2024-05-31,TRY,OIS,2D,1D,,
2W,,0.515,2024-05-30,TRY,OIS,2D,1D,,
2W,,0.515,2024-05-29,TRY,OIS,2D,1D,,
2W,,0.515,2024-05-28,TRY,OIS,2D,1D,,
2W,,0.514,2024-05-24,TRY,OIS,2D,1D,,
2W,,0.515,2024-05-23,TRY,OIS,2D,1D,,
2W,,0.529,2024-05-22,TRY,OIS,2D,1D,,
2W,,0.529,2024-05-21,TRY,OIS,2D,1D,,
2W,,0.529,2024-05-17,TRY,OIS,2D,1D,,
2W,,0.531,2024-05-16,TRY,OIS,2D,1D,,
2W,,0.531,2024-05-15,TRY,OIS,2D,1D,,
2W,,0.531,2024-05-14,TRY,OIS,2D,1D,,
2W,,0.532,2024-05-13,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-10,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-09,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-08,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-07,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-03,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-02,TRY,OIS,2D,1D,,
2W,,0.5325,2024-05-01,TRY,OIS,2D,1D,,
2W,,0.5325,2024-04-30,TRY,OIS,2D,1D,,
2W,,0.507,2024-04-29,TRY,OIS,2D,1D,,
2W,,0.507,2024-04-26,TRY,OIS,2D,1D,,
2W,,0.507,2024-04-25,TRY,OIS,2D,1D,,
2W,,0.507,2024-04-24,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-23,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-22,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-19,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-18,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-17,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-16,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-12,TRY,OIS,2D,1D,,
2W,,0.502,2024-04-11,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-10,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-09,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-05,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-04,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-03,TRY,OIS,2D,1D,,
2W,,0.505,2024-04-02,TRY,OIS,2D,1D,,
2W,,0.505,2024-03-29,TRY,OIS,2D,1D,,
2W,,0.505,2024-03-28,TRY,OIS,2D,1D,,
2W,,0.505,2024-03-27,TRY,OIS,2D,1D,,
2W,,0.505,2024-03-26,TRY,OIS,2D,1D,,
2W,,0.505,2024-03-25,TRY,OIS,2D,1D,,
2W,,0.5,2024-03-22,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-21,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-20,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-19,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-15,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-14,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-13,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-12,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-08,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-07,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-06,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-05,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-04,TRY,OIS,2D,1D,,
2W,,0.455,2024-03-01,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-29,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-28,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-27,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-23,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-22,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-21,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-20,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-16,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-15,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-14,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-13,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-12,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-09,TRY,OIS,2D,1D,,
2W,,0.455,2024-02-08,TRY,OIS,2D,1D,,
2W,,0.4404999999999999,2024-02-07,TRY,OIS,2D,1D,,
2W,,0.45,2024-02-06,TRY,OIS,2D,1D,,
2W,,0.45,2024-02-05,TRY,OIS,2D,1D,,
2W,,0.445,2024-02-02,TRY,OIS,2D,1D,,
2W,,0.445,2024-02-01,TRY,OIS,2D,1D,,
2W,,0.445,2024-01-31,TRY,OIS,2D,1D,,
2W,,0.445,2024-01-30,TRY,OIS,2D,1D,,
2W,,0.4404999999999999,2024-01-26,TRY,OIS,2D,1D,,
2W,,0.4404999999999999,2024-01-25,TRY,OIS,2D,1D,,
2W,,0.43,2024-01-24,TRY,OIS,2D,1D,,
2W,,0.426,2024-01-23,TRY,OIS,2D,1D,,
2W,,0.426,2024-01-22,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-19,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-18,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-17,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-16,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-12,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-11,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-10,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-09,TRY,OIS,2D,1D,,
2W,,0.431,2024-01-05,TRY,OIS,2D,1D,,
2W,,0.425,2024-01-04,TRY,OIS,2D,1D,,
2W,,0.425,2024-01-03,TRY,OIS,2D,1D,,
2W,,0.425,2024-01-02,TRY,OIS,2D,1D,,
2W,,0.425,2023-12-29,TRY,OIS,2D,1D,,
2W,,0.425,2023-12-28,TRY,OIS,2D,1D,,
2W,,0.425,2023-12-27,TRY,OIS,2D,1D,,
2W,,0.425,2023-12-26,TRY,OIS,2D,1D,,
2W,,0.4145,2023-12-22,TRY,OIS,2D,1D,,
2W,,0.4145,2023-12-21,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-20,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-19,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-15,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-14,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-13,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-12,TRY,OIS,2D,1D,,
2W,,0.4025,2023-12-11,TRY,OIS,2D,1D,,
2W,,0.4004999999999999,2023-12-08,TRY,OIS,2D,1D,,
2W,,0.4004999999999999,2023-12-07,TRY,OIS,2D,1D,,
2W,,0.4004999999999999,2023-12-06,TRY,OIS,2D,1D,,
2W,,0.4004999999999999,2023-12-05,TRY,OIS,2D,1D,,
2W,,0.3964999999999999,2023-12-01,TRY,OIS,2D,1D,,
2W,,0.3964999999999999,2023-11-30,TRY,OIS,2D,1D,,
2W,,0.3964999999999999,2023-11-29,TRY,OIS,2D,1D,,
2W,,0.3964999999999999,2023-11-28,TRY,OIS,2D,1D,,
2W,,0.3964999999999999,2023-11-27,TRY,OIS,2D,1D,,
2W,,0.3975,2023-11-24,TRY,OIS,2D,1D,,
2W,,0.39,2023-11-23,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-22,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-21,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-17,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-16,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-15,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-14,TRY,OIS,2D,1D,,
2W,,0.363,2023-11-13,TRY,OIS,2D,1D,,
2W,,0.345,2023-11-10,TRY,OIS,2D,1D,,
2W,,0.345,2023-11-09,TRY,OIS,2D,1D,,
2W,,0.345,2023-11-08,TRY,OIS,2D,1D,,
2W,,0.345,2023-11-07,TRY,OIS,2D,1D,,
2W,,0.3435,2023-11-06,TRY,OIS,2D,1D,,
2W,,0.3435,2023-11-03,TRY,OIS,2D,1D,,
2W,,0.3435,2023-11-02,TRY,OIS,2D,1D,,
2W,,0.3435,2023-11-01,TRY,OIS,2D,1D,,
2W,,0.3435,2023-10-31,TRY,OIS,2D,1D,,
2W,,0.3435,2023-10-27,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-26,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-25,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-24,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-20,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-19,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-18,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-17,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-13,TRY,OIS,2D,1D,,
2W,,0.3025,2023-10-12,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-11,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-10,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-06,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-05,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-04,TRY,OIS,2D,1D,,
2W,,0.301,2023-10-03,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-29,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-28,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-27,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-26,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-25,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-22,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-21,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-20,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-19,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-15,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-14,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-13,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-12,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-11,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-08,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-07,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-06,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-05,TRY,OIS,2D,1D,,
2W,,0.259,2023-09-01,TRY,OIS,2D,1D,,
2W,,0.259,2023-08-31,TRY,OIS,2D,1D,,
2W,,0.255,2023-08-30,TRY,OIS,2D,1D,,
2W,,0.255,2023-08-29,TRY,OIS,2D,1D,,
2W,,0.255,2023-08-25,TRY,OIS,2D,1D,,
2W,,0.19,2023-08-24,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-23,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-22,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-18,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-17,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-16,TRY,OIS,2D,1D,,
2W,,0.185,2023-08-15,TRY,OIS,2D,1D,,
2W,,0.171,2023-08-11,TRY,OIS,2D,1D,,
2W,,0.171,2023-08-10,TRY,OIS,2D,1D,,
2W,,0.171,2023-08-09,TRY,OIS,2D,1D,,
2W,,0.171,2023-08-08,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-08-07,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-08-04,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-08-03,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-08-02,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-08-01,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-07-28,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-07-27,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-07-26,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-07-25,TRY,OIS,2D,1D,,
2W,,0.1639999999999999,2023-07-21,TRY,OIS,2D,1D,,
2W,,0.16,2023-07-20,TRY,OIS,2D,1D,,
2W,,0.16,2023-07-19,TRY,OIS,2D,1D,,
2W,,0.156,2023-07-18,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-14,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-13,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-12,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-11,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-10,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-07,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-06,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-05,TRY,OIS,2D,1D,,
2W,,0.155,2023-07-04,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-30,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-29,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-28,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-27,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-23,TRY,OIS,2D,1D,,
2W,,0.155,2023-06-22,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-21,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-20,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-16,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-15,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-14,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-13,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-09,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-08,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-07,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-06,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-02,TRY,OIS,2D,1D,,
2W,,0.105,2023-06-01,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-31,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-30,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-26,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-25,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-24,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-23,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-19,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-18,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-17,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-16,TRY,OIS,2D,1D,,
2W,,0.105,2023-05-15,TRY,OIS,2D,1D,,
2W,,0.1005,2023-05-12,TRY,OIS,2D,1D,,
2W,,0.1005,2023-05-11,TRY,OIS,2D,1D,,
2W,,0.1005,2023-05-10,TRY,OIS,2D,1D,,
2W,,0.1005,2023-05-09,TRY,OIS,2D,1D,,
2W,,0.1,2023-05-05,TRY,OIS,2D,1D,,
2W,,0.1,2023-05-04,TRY,OIS,2D,1D,,
2W,,0.086,2023-05-03,TRY,OIS,2D,1D,,
2W,,0.086,2023-05-02,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-28,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-27,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-26,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-25,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-21,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-20,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-19,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-18,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-17,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-14,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-13,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-12,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-11,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-10,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-07,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-06,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-05,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-04,TRY,OIS,2D,1D,,
2W,,0.086,2023-04-03,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-31,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-30,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-29,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-28,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-27,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-24,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-23,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-22,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-21,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-20,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-17,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-16,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-15,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-14,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-13,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-10,TRY,OIS,2D,1D,,
2W,,0.08564,2023-03-09,TRY,OIS,2D,1D,,
2W,,0.08556,2023-03-08,TRY,OIS,2D,1D,,
2W,,0.08557,2023-03-07,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-06,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-03,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-02,TRY,OIS,2D,1D,,
2W,,0.086,2023-03-01,TRY,OIS,2D,1D,,
2W,,0.089,2023-02-28,TRY,OIS,2D,1D,,
2W,,0.08921,2023-02-27,TRY,OIS,2D,1D,,
2W,,0.08922,2023-02-24,TRY,OIS,2D,1D,,
2W,,0.0896299999999999,2023-02-23,TRY,OIS,2D,1D,,
2W,,0.0875,2023-02-22,TRY,OIS,2D,1D,,
2W,,0.089,2023-02-21,TRY,OIS,2D,1D,,
2W,,0.08923,2023-02-20,TRY,OIS,2D,1D,,
2W,,0.08923,2023-02-17,TRY,OIS,2D,1D,,
2W,,0.0915,2023-02-16,TRY,OIS,2D,1D,,
2W,,0.0915,2023-02-15,TRY,OIS,2D,1D,,
2W,,0.0915,2023-02-14,TRY,OIS,2D,1D,,
2W,,0.0915,2023-02-13,TRY,OIS,2D,1D,,
2W,,0.0915,2023-02-10,TRY,OIS,2D,1D,,
2W,,0.092,2023-02-09,TRY,OIS,2D,1D,,
2W,,0.092,2023-02-08,TRY,OIS,2D,1D,,
2W,,0.092,2023-02-07,TRY,OIS,2D,1D,,
2W,,0.092,2023-02-06,TRY,OIS,2D,1D,,
2W,,0.092,2023-02-03,TRY,OIS,2D,1D,,
2W,,0.0921599999999999,2023-02-02,TRY,OIS,2D,1D,,
2W,,0.0925,2023-02-01,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-31,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-30,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-27,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-26,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-25,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-24,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-23,TRY,OIS,2D,1D,,
2W,,0.0925,2023-01-20,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-19,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-18,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-17,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-16,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-13,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-12,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-11,TRY,OIS,2D,1D,,
2W,,0.0969999999999999,2023-01-10,TRY,OIS,2D,1D,,
2W,,0.0969999999999999,2023-01-09,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-06,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-05,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2023-01-04,TRY,OIS,2D,1D,,
2W,,0.09851,2023-01-03,TRY,OIS,2D,1D,,
2W,,0.0985299999999999,2023-01-02,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-30,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-29,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-28,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-27,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-26,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-23,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-22,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-21,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-20,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-19,TRY,OIS,2D,1D,,
2W,,0.09849,2022-12-16,TRY,OIS,2D,1D,,
2W,,0.09849,2022-12-15,TRY,OIS,2D,1D,,
2W,,0.09849,2022-12-14,TRY,OIS,2D,1D,,
2W,,0.09849,2022-12-13,TRY,OIS,2D,1D,,
2W,,0.0971,2022-12-12,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-09,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-08,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-07,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-06,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-05,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-12-02,TRY,OIS,2D,1D,,
2W,,0.09849,2022-12-01,TRY,OIS,2D,1D,,
2W,,0.09849,2022-11-30,TRY,OIS,2D,1D,,
2W,,0.09849,2022-11-29,TRY,OIS,2D,1D,,
2W,,0.09849,2022-11-28,TRY,OIS,2D,1D,,
2W,,0.0984999999999999,2022-11-25,TRY,OIS,2D,1D,,
2W,,0.09849,2022-11-24,TRY,OIS,2D,1D,,
2W,,0.0984,2022-11-23,TRY,OIS,2D,1D,,
2W,,0.1,2022-11-22,TRY,OIS,2D,1D,,
2W,,0.1065,2022-11-21,TRY,OIS,2D,1D,,
2W,,0.1065,2022-11-18,TRY,OIS,2D,1D,,
2W,,0.1065,2022-11-17,TRY,OIS,2D,1D,,
2W,,0.1065,2022-11-16,TRY,OIS,2D,1D,,
2W,,0.10653,2022-11-15,TRY,OIS,2D,1D,,
2W,,0.10653,2022-11-14,TRY,OIS,2D,1D,,
2W,,0.10653,2022-11-11,TRY,OIS,2D,1D,,
2W,,0.1075,2022-11-10,TRY,OIS,2D,1D,,
2W,,0.1075,2022-11-09,TRY,OIS,2D,1D,,
2W,,0.108,2022-11-08,TRY,OIS,2D,1D,,
2W,,0.108,2022-11-07,TRY,OIS,2D,1D,,
2W,,0.109,2022-11-04,TRY,OIS,2D,1D,,
2W,,0.109,2022-11-03,TRY,OIS,2D,1D,,
2W,,0.108,2022-11-02,TRY,OIS,2D,1D,,
2W,,0.108,2022-11-01,TRY,OIS,2D,1D,,
2W,,0.108,2022-10-31,TRY,OIS,2D,1D,,
2W,,0.108,2022-10-28,TRY,OIS,2D,1D,,
2W,,0.108,2022-10-27,TRY,OIS,2D,1D,,
2W,,0.108,2022-10-26,TRY,OIS,2D,1D,,
2W,,0.105,2022-10-25,TRY,OIS,2D,1D,,
2W,,0.10514,2022-10-24,TRY,OIS,2D,1D,,
2W,,0.1081999,2022-10-21,TRY,OIS,2D,1D,,
2W,,0.119,2022-10-20,TRY,OIS,2D,1D,,
2W,,0.119,2022-10-19,TRY,OIS,2D,1D,,
2W,,0.1192,2022-10-18,TRY,OIS,2D,1D,,
2W,,0.1192,2022-10-17,TRY,OIS,2D,1D,,
2W,,0.1192,2022-10-14,TRY,OIS,2D,1D,,
2W,,0.1192,2022-10-13,TRY,OIS,2D,1D,,
2W,,0.1195,2022-10-12,TRY,OIS,2D,1D,,
2W,,0.1201,2022-10-11,TRY,OIS,2D,1D,,
